Sale ID,Date,Item ID,Batch ID,Product Type,Species,Grade,Finish,Dominant Color,Color Count (#),Customer Type,Customer Name,Country,City,Channel,Lead Source,Price (CAD),Discount (CAD),Shipping (CAD),Taxes Collected (CAD),Payment Method,COA #,Shipped Date,Consignment? (Y/N),Consignment Owner,Export Permit (PDF link),length,width,weight,Channel_Type,Days_To_Ship,Jewelry Type,Metal Type
S-0377,2025-06-11,I-0377,B-2025-760,Hand Sample,Bluezone,AA,Polished,Peacock,3,Gallery,Miles Donovan,Mexico,Monterrey,Online,Facebook,459.0,0.0,750.0,0.0,PayPal,COA-000476,2025-11-11,N,,C:\Permits\EXP-0701.pdf,68.0,54.0,633.1,Wholesale,153,,
S-0378,2025-07-21,I-0378,B-2025-761,Hand Sample,Bluezone,B,Polished,Green/Blue,1,Museum,Camille Warner,Canada,Calgary,Online,Facebook,195.52,0.0,950.0,9.78,Credit Card,COA-000477,2025-11-11,N,,C:\Permits\EXP-0701.pdf,79.0,66.0,703.5,Wholesale,113,,
S-0379,2025-09-27,I-0379,B-2025-762,Hand Sample,Bluezone,A,Polished,Green/Blue,2,Museum,Ruby Fraser,Canada,Vancouver,Online,Instagram,393.75,0.0,750.0,19.69,EFT,COA-000478,2025-11-11,N,,C:\Permits\EXP-0701.pdf,84.0,75.0,582.7,Wholesale,45,,
S-0380,2025-10-31,I-0380,B-2025-763,Hand Sample,Dragon Scale,AAA,Stabilized,Red/Green,5,Gallery,Marcus Tate,Ireland,Dublin,Online,Instagram,924.0,0.0,650.0,0.0,Wire,COA-000479,2025-11-11,N,,C:\Permits\EXP-0701.pdf,77.0,64.0,517.3,Wholesale,11,,
S-0381,2025-09-28,I-0381,B-2025-764,Hand Sample,Dragon Scale,AA,Polished,Red/Orange,2,Gallery,Christian Boyd,United States,Texas,Online,Website,327.75,0.0,350.0,0.0,EFT,COA-000480,2025-11-11,N,,C:\Permits\EXP-0701.pdf,57.0,46.0,685.2,Wholesale,44,,
S-0382,2025-08-03,I-0382,B-2025-765,Hand Sample,Dragon Scale,AAA,Stabilized,Fiery Red,4,Museum,Violet Stone,Brazil,Salvador,Online,Facebook,1063.12,0.0,450.0,0.0,Wire,COA-000481,2025-11-11,N,,C:\Permits\EXP-0701.pdf,81.0,70.0,567.7,Wholesale,100,,
S-0383,2025-09-09,I-0383,B-2025-766,Hand Sample,Dragon Scale,A,Stabilized,Green/Blue,2,Gallery,Sierra Matthews,Japan,Kyoto,Online,Google Ads,274.5,0.0,650.0,0.0,Credit Card,COA-000482,2025-11-11,N,,C:\Permits\EXP-0701.pdf,72.0,61.0,335.7,Wholesale,63,,
S-0384,2025-07-09,I-0384,B-2025-767,Hand Sample,Bluezone,AAA,Stabilized,Green/Gold,4,Gallery,Wesley Carter,Russia,Moscow,Wholesale,Trade Show,384.38,0.0,950.0,0.0,PayPal,COA-000483,2025-11-11,N,,C:\Permits\EXP-0701.pdf,50.0,41.0,707.4,Wholesale,125,,
S-0385,2025-10-23,I-0385,B-2025-768,Hand Sample,Bluezone,AA,Polished,Multicolor,4,Museum,Xavier Holt,Canada,Edmonton,Online,Instagram,590.62,50.0,850.0,27.03,Square,COA-000484,2025-11-11,N,,C:\Permits\EXP-0701.pdf,75.0,63.0,259.6,Wholesale,19,,
S-0386,2025-08-01,I-0386,B-2025-769,Hand Sample,Bluezone,AAA,Polished,Blue/Green,4,Gallery,Penelope War,South Korea,Seoul,Online,Instagram,1181.25,0.0,740.0,0.0,Square,COA-000485,2025-11-11,N,,C:\Permits\EXP-0701.pdf,84.0,75.0,323.6,Wholesale,102,,
S-0387,2025-07-27,I-0387,B-2025-770,Hand Sample,Dragon Scale,A,Stabilized,Teal/Blue,2,Museum,Naomi Clarke,France,Paris,Online,Facebook,369.0,0.0,960.0,0.0,EFT,COA-000486,2025-11-11,N,,C:\Permits\EXP-0701.pdf,82.0,72.0,298.7,Wholesale,107,,
S-0388,2025-08-25,I-0388,B-2025-771,Hand Sample,Dragon Scale,AAA,Polished,Red/Orange,4,Gallery,Tristan Lowe,Canada,Calgary,Online,Instagram,602.44,0.0,850.0,30.12,PayPal,COA-000487,2025-11-11,N,,C:\Permits\EXP-0701.pdf,63.0,51.0,707.7,Wholesale,78,,
S-0389,2025-02-22,I-0389,B-2025-772,Hand Sample,Bluezone,AA,Stabilized,Red/Green,4,Gallery,Ben Stonehouse,Ireland,Dublin,Wholesale,Referral,523.62,0.0,270.0,0.0,Cheque,COA-000488,2025-11-11,Y,Ben Stonehouse,C:\Permits\EXP-0701.pdf,71.0,59.0,487.4,Wholesale,262,,
S-0390,2025-10-07,I-0390,B-2025-773,Hand Sample,Dragon Scale,AAA,Polished,Green/Blue,3,Museum,Madeline Briggs,Canada,Edmonton,Online,Facebook,384.38,0.0,960.0,19.22,EFT,COA-000489,2025-11-11,N,,C:\Permits\EXP-0701.pdf,50.0,41.0,335.7,Wholesale,35,,
S-0391,2025-08-05,I-0391,B-2025-774,Hand Sample,Bluezone,A,Polished,Purple/Red,1,Gallery,Colton Avery,United States,Seattle,Online,Website,157.5,0.0,350.0,0.0,PayPal,COA-000490,2025-11-11,N,,C:\Permits\EXP-0701.pdf,56.0,45.0,305.5,Wholesale,98,,
S-0392,2025-09-09,I-0392,B-2025-775,Hand Sample,Bluezone,AAA,Stabilized,Red/Green,3,Museum,Aurora Price,Mexico,Tijuana,Wholesale,Trade Show,688.5,0.0,860.0,0.0,Wire,COA-000491,2025-11-11,N,,C:\Permits\EXP-0701.pdf,68.0,54.0,703.5,Wholesale,63,,
S-0393,2025-07-07,I-0393,B-2025-776,Hand Sample,Bluezone,AA,Stabilized,Red/Orange,4,Museum,Daisy Mitchell,Russia,Samara,Online,Website,291.5,0.0,940.0,0.0,Credit Card,COA-000492,2025-11-11,N,,C:\Permits\EXP-0701.pdf,53.0,44.0,406.9,Wholesale,127,,
S-0394,2025-02-10,I-0394,B-2025-777,Hand Sample,Bluezone,Collectibles,Stabilized,Red/Green,4,Museum,Griffin Chapman,Brazil,Belo Horizonte,Wholesale,Outbound Call,1771.88,0.0,960.0,0.0,Wire,COA-000493,2025-11-11,N,,C:\Permits\EXP-0701.pdf,75.0,63.0,345.9,Wholesale,274,,
S-0395,2025-06-06,I-0395,B-2025-778,Hand Sample,Dragon Scale,A,Stabilized,Blue/Green,1,Gallery,Hunter Caldwell,Japan,Tokyo,Online,Website,151.88,0.0,780.0,0.0,PayPal,COA-000494,2025-11-11,N,,C:\Permits\EXP-0701.pdf,54.0,45.0,685.2,Wholesale,158,,
S-0396,2025-01-15,I-0396,B-2025-779,Hand Sample,Bluezone,B,Polished,Green/Gold,2,Gallery,Tessa Hart,France,Marseille,Online,Google Ads,76.88,0.0,950.0,0.0,PayPal,COA-000495,2025-11-11,N,,C:\Permits\EXP-0701.pdf,50.0,41.0,517.3,Wholesale,300,,
S-0397,2025-10-28,I-0397,B-2025-780,Hand Sample,Dragon Scale,AA,Stabilized,Peacock,4,Museum,Eliza Brooks,Canada,Vancouver,Online,Instagram,651.75,0.0,960.0,32.59,Credit Card,COA-000496,2025-11-11,N,,C:\Permits\EXP-0701.pdf,79.0,66.0,582.7,Wholesale,14,,
S-0398,2025-03-06,I-0398,B-2025-781,Hand Sample,Dragon Scale,AAA,Polished,Multicolor,3,Gallery,Sawyer Briggs,South Korea,Busan,Online,Facebook,823.5,0.0,780.0,0.0,EFT,COA-000497,2025-11-11,N,,C:\Permits\EXP-0701.pdf,72.0,61.0,251.3,Wholesale,250,,
S-0399,2025-01-09,I-0399,B-2025-782,Hand Sample,Dragon Scale,A,Stabilized,Teal/Blue,2,Museum,Roman Barrett,Canada,Lethbridge,Online,Facebook,308.0,0.0,960.0,15.4,Credit Card,COA-000498,2025-11-11,N,,C:\Permits\EXP-0701.pdf,77.0,64.0,633.1,Wholesale,306,,
S-0400,2025-05-09,I-0400,B-2025-783,Hand Sample,Dragon Scale,Collectibles,Stabilized,Purple/Red,3,Museum,Josephine Dale,Canada,Edmonton,Online,Instagram,1204.88,0.0,1000.0,60.24,Square,COA-000499,2025-11-11,N,,C:\Permits\EXP-0701.pdf,63.0,51.0,255.6,Wholesale,186,,
S-0401,2025-05-16,I-0401,B-2025-784,Hand Sample,Dragon Scale,AA,Polished,Green/Blue,3,Museum,Isla Jennings,Ireland,Cork,Online,Facebook,267.75,0.0,290.0,0.0,Square,COA-000500,2025-11-11,N,,C:\Permits\EXP-0701.pdf,51.0,42.0,287.4,Wholesale,179,,
S-0402,2025-03-04,I-0402,B-2025-785,Hand Sample,Bluezone,AAA,Polished,Fiery Red,4,Museum,Reid Shepherd,United States,Boise,Online,Instagram,472.5,0.0,699.0,0.0,EFT,COA-000501,2025-11-11,N,,C:\Permits\EXP-0701.pdf,56.0,45.0,567.7,Wholesale,252,,
S-0403,2025-05-19,I-0403,B-2025-786,Hand Sample,Bluezone,B,Stabilized,Red/Orange,2,Museum,Bennett Doyle,Brazil,Salvador,Online,Website,177.19,0.0,650.0,0.0,PayPal,COA-000502,2025-11-11,N,,C:\Permits\EXP-0701.pdf,75.0,63.0,707.4,Wholesale,176,,
S-0404,2025-03-22,I-0404,B-2025-787,Hand Sample,Bluezone,AAA,Polished,Red/Green,3,Gallery,Brielle Hopkins,Mexico,Monterrey,Wholesale,Referral,624.0,0.0,700.0,0.0,Wire,COA-000503,2025-11-11,N,,C:\Permits\EXP-0701.pdf,64.0,52.0,335.7,Wholesale,234,,
S-0405,2025-06-12,I-0405,B-2025-788,Hand Sample,Dragon Scale,AA,Polished,Red/Orange,3,Gallery,Rock and Rock,France,Paris,Online,Website,303.75,0.0,850.0,0.0,PayPal,COA-000504,2025-11-11,Y,Rock and Rock,C:\Permits\EXP-0701.pdf,54.0,45.0,323.6,Wholesale,152,,
S-0406,2025-10-16,I-0406,B-2025-789,Hand Sample,Dragon Scale,Collectibles,Stabilized,Green/Gold,5,Gallery,Nolan Pratt,Russia,Moscow,Wholesale,Trade Show,983.25,0.0,960.0,0.0,Wire,COA-000505,2025-11-11,N,,C:\Permits\EXP-0701.pdf,57.0,46.0,653.1,Wholesale,26,,
S-0407,2025-09-18,I-0407,B-2025-790,Hand Sample,Bluezone,A,Polished,Blue/Green,1,Gallery,Delilah Moore,Japan,Kyoto,Online,Website,393.75,0.0,850.0,0.0,EFT,COA-000506,2025-11-11,N,,C:\Permits\EXP-0701.pdf,84.0,75.0,335.7,Wholesale,54,,
S-0408,2025-08-19,I-0408,B-2025-791,Hand Sample,Dragon Scale,Collectibles,Stabilized,Fiery Red,5,Museum,Mitchell Drake,Canada,Calgary,Online,Instagram,2214.0,0.0,958.0,110.7,Credit Card,COA-000507,2025-11-11,N,,C:\Permits\EXP-0701.pdf,82.0,72.0,298.7,Wholesale,84,,
S-0409,2025-02-10,I-0409,B-2025-792,Hand Sample,Bluezone,AA,Polished,Peacock,4,Museum,Spencer Hayes,Canada,Vancouver,Online,Instagram,549.0,0.0,975.0,27.45,Credit Card,COA-000508,2025-11-11,N,,C:\Permits\EXP-0701.pdf,72.0,61.0,703.5,Wholesale,274,,
S-0410,2025-01-28,I-0410,B-2025-793,Hand Sample,Dragon Scale,AAA,Polished,Multicolor,5,Gallery,Sabrina Flynn,United States,Seattle,Online,Facebook,437.25,0.0,980.0,0.0,PayPal,COA-000509,2025-11-11,N,,C:\Permits\EXP-0701.pdf,53.0,44.0,517.3,Wholesale,287,,
S-0411,2025-05-15,I-0411,B-2025-794,Hand Sample,Bluezone,A,Stabilized,Teal/Blue,1,Museum,Sienna Rhodes,Mexico,Tijuana,Online,Google Ads,229.5,0.0,970.0,0.0,Credit Card,COA-000510,2025-11-11,N,,C:\Permits\EXP-0701.pdf,68.0,54.0,487.4,Wholesale,180,,
S-0412,2025-07-20,I-0412,B-2025-795,Hand Sample,Dragon Scale,AAA,Polished,Green/Blue,3,Museum,Cyrus Cooper,Canada,Lethbridge,Wholesale,Trade Show,384.38,0.0,980.0,19.22,Square,COA-000511,2025-11-11,N,,C:\Permits\EXP-0701.pdf,50.0,41.0,582.7,Wholesale,114,,
S-0413,2025-09-25,I-0413,B-2025-796,Hand Sample,Bluezone,AA,Stabilized,Purple/Red,3,Gallery,Felix Sutton,Brazil,Salvador,Wholesale,Outbound Call,523.62,0.0,950.0,0.0,Wire,COA-000512,2025-11-11,N,,C:\Permits\EXP-0701.pdf,71.0,59.0,685.2,Wholesale,47,,
S-0414,2025-02-02,I-0414,B-2025-797,Hand Sample,Dragon Scale,AAA,Stabilized,Red/Orange,3,Museum,Noelle Barrett,Russia,Omsk,Online,Instagram,602.44,70.0,780.0,0.0,EFT,COA-000513,2025-11-11,N,,C:\Permits\EXP-0701.pdf,63.0,51.0,345.9,Wholesale,282,,
S-0415,2025-02-17,I-0415,B-2025-798,Hand Sample,Bluezone,B,Polished,Green/Gold,1,Gallery,Kiara Evans,United States,Texas,Online,Website,177.19,0.0,950.0,0.0,Credit Card,COA-000514,2025-11-11,N,,C:\Permits\EXP-0701.pdf,75.0,63.0,305.5,Wholesale,267,,
S-0416,2025-03-03,I-0416,B-2025-799,Hand Sample,Bluezone,AAA,Stabilized,Red/Green,5,Museum,Shui Gallery,Canada,Calgary,Wholesale,Referral,472.5,0.0,1000.0,23.62,PayPal,COA-000515,2025-11-11,Y,Shui Gallery,C:\Permits\EXP-0701.pdf,56.0,45.0,487.4,Wholesale,253,,
S-0417,2025-08-04,I-0417,B-2025-800,Hand Sample,Bluezone,AA,Polished,Multicolor,4,Gallery,Damon Fields,Canada,Lethbridge,Online,Facebook,256.25,0.0,750.0,12.81,Wire,COA-000516,2025-11-11,N,,C:\Permits\EXP-0701.pdf,50.0,41.0,298.7,Wholesale,99,,
S-0418,2025-09-30,I-0418,B-2025-050,Fossil,Placenticeras meeki,AAA,Stabilized,Rainbow,3,Gallery,Aurora Stones,Germany,Frankfurt,Wholesale,Referral,14115.38,0.0,95.0,0.0,EFT,COA-000517,2025-10-06,N,,C:\Permits\EXP-0204.pdf,25.0,19.0,24.9,Wholesale,6,,
S-0419,2025-04-14,I-0419,B-2025-036,Fossil,Placenticeras meeki,AA,Polished,Green/Gold,2,Wholesaler,Prairie Gem Exchange,United States,New York,Wholesale,Repeat Client,9454.55,0.0,60.0,0.0,Wire,COA-000518,2025-04-16,N,,C:\Permits\EXP-0181.pdf,19.0,12.0,9.3,Wholesale,2,,
S-0420,2025-10-26,I-0420,B-2025-036,Fossil,Placenticeras meeki,AA,Polished,Red/Orange,4,Retail Collector,C. Singh,Canada,Surrey,Online,Instagram,10045.45,0.0,100.0,502.27,Square,COA-000519,2025-10-27,N,,C:\Permits\EXP-0184.pdf,31.0,17.0,15.0,Wholesale,1,,
S-0421,2025-09-03,I-0421,B-2025-035,Fossil,Placenticeras meeki,A,Polished,Blue/Green,1,Retail Collector,E. Rossi,Canada,Calgary,Online,Facebook,9950.0,0.0,40.0,497.5,PayPal,COA-000520,2025-09-07,N,,C:\Permits\EXP-0179.pdf,18.0,14.0,6.5,Wholesale,4,,
S-0422,2025-06-25,I-0422,B-2025-039,Fossil,Placenticeras meeki,AA,Polished,Multicolor,2,Wholesaler,Global Fossil Traders,United States,Denver,Wholesale,Trade Show,12000.0,0.0,80.0,0.0,Wire,COA-000521,2025-07-02,N,,C:\Permits\EXP-0188.pdf,14.0,7.0,5.3,Wholesale,7,,
S-0423,2025-02-08,I-0423,B-2025-005,Fossil,Placenticeras meeki,AA,Polished,Multicolor,3,Wholesaler,Global Fossil Traders,United States,Denver,Wholesale,Repeat Client,8727.27,0.0,100.0,0.0,Wire,COA-000522,2025-02-15,N,,C:\Permits\EXP-0127.pdf,29.0,15.0,14.4,Wholesale,7,,
S-0424,2025-06-19,I-0424,B-2025-027,Fossil,Placenticeras meeki,A,Polished,Red/Orange,2,Retail Collector,T. Ivanov,Canada,Toronto,Online,Website,7550.0,0.0,50.0,377.5,Credit Card,COA-000523,2025-06-21,N,,C:\Permits\EXP-0164.pdf,13.0,6.0,5.4,Wholesale,2,,
S-0425,2025-09-04,I-0425,B-2025-008,Fossil,Placenticeras meeki,AA,Stabilized,Fiery Red,4,Wholesaler,Golden Leaf Gallery,United States,Seattle,Wholesale,Referral,11636.36,0.0,85.0,0.0,Wire,COA-000524,2025-09-09,N,,C:\Permits\EXP-0132.pdf,26.0,14.0,13.7,Wholesale,5,,
S-0426,2025-01-26,I-0426,B-2025-006,Fossil,Placenticeras meeki,AA,Stabilized,Peacock,3,Retail Collector,P. Dubois,Canada,Montreal,Online,Instagram,10181.82,0.0,50.0,509.09,Square,COA-000525,2025-01-31,N,,C:\Permits\EXP-0129.pdf,42.0,28.0,22.9,Wholesale,5,,
S-0427,2025-11-02,I-0427,B-2025-029,Fossil,Placenticeras meeki,AA,Polished,Fiery Red,4,Retail Collector,B. Smith,Canada,Calgary,Online,Facebook,13090.91,0.0,40.0,654.55,Square,COA-000526,2025-11-04,N,,C:\Permits\EXP-0168.pdf,27.0,16.0,11.6,Wholesale,2,,
S-0428,2025-01-13,I-0428,B-2025-015,Fossil,Placenticeras meeki,A,Polished,Blue/Green,1,Retail Collector,H. Wong,Canada,Toronto,Online,Instagram,7350.0,300.0,0.0,352.5,Credit Card,COA-000527,2025-01-20,N,,C:\Permits\EXP-0147.pdf,20.0,9.0,7.7,Wholesale,7,,
S-0429,2025-11-09,I-0429,B-2025-042,Fossil,Placenticeras meeki,AA,Stabilized,Teal/Blue,2,Retail Collector,D. Brown,Canada,Edmonton,Online,Website,11272.73,0.0,95.0,563.64,Square,COA-000528,2025-11-12,N,,C:\Permits\EXP-0191.pdf,38.0,22.0,18.0,Wholesale,3,,
S-0430,2025-02-05,I-0430,B-2025-026,Fossil,Placenticeras meeki,AA,Polished,Fiery Red,4,Retail Collector,G. Liu,Canada,Calgary,Online,Instagram,10590.91,0.0,70.0,529.55,Credit Card,COA-000529,2025-02-12,N,,C:\Permits\EXP-0160.pdf,42.0,27.0,17.9,Wholesale,7,,
S-0431,2025-06-22,I-0431,B-2025-047,Fossil,Placenticeras meeki,AAA,Stabilized,Green/Gold,5,Gallery,Emerald & Stone,Canada,Vancouver,Wholesale,Repeat Client,16153.85,0.0,85.0,807.69,Wire,COA-000530,2025-06-27,Y,Emerald & Stone,C:\Permits\EXP-0201.pdf,39.0,24.0,21.5,Wholesale,5,,
S-0432,2025-01-20,I-0432,B-2025-043,Fossil,Placenticeras meeki,A,Stabilized,Purple/Red,2,Retail Collector,O. Berg,United States,Los Angeles,Online,Website,6100.0,0.0,45.0,0.0,Square,COA-000531,2025-01-28,N,,C:\Permits\EXP-0193.pdf,18.0,13.0,7.9,Wholesale,8,,
S-0433,2025-09-21,I-0433,B-2025-014,Fossil,Placenticeras meeki,A,Stabilized,Green/Gold,2,Retail Collector,J. Chen,Canada,Edmonton,Online,Instagram,6800.0,0.0,60.0,340.0,PayPal,COA-000532,2025-09-24,N,,C:\Permits\EXP-0145.pdf,41.0,25.0,23.6,Wholesale,3,,
S-0434,2025-05-22,I-0434,B-2025-022,Fossil,Placenticeras meeki,AA,Stabilized,Teal/Blue,3,Gallery,Opal & Onyx Gallery,Canada,Toronto,Wholesale,Outbound Call,11045.45,0.0,100.0,552.27,Wire,COA-000533,2025-05-24,N,,C:\Permits\EXP-0157.pdf,16.0,10.0,7.1,Wholesale,2,,
S-0435,2025-05-23,I-0435,B-2025-023,Fossil,Placenticeras meeki,A,Polished,Red/Green,1,Retail Collector,D. Patel,Canada,Calgary,Online,Facebook,8200.0,0.0,55.0,410.0,Credit Card,COA-000534,2025-05-29,N,,C:\Permits\EXP-0159.pdf,33.0,18.0,16.3,Wholesale,6,,
S-0436,2025-04-02,I-0436,B-2025-049,Fossil,Placenticeras meeki,AA,Stabilized,Blue/Green,4,Retail Collector,T. Dubois,Canada,Montreal,Online,Instagram,9590.91,0.0,65.0,479.55,Square,COA-000535,2025-04-03,N,,C:\Permits\EXP-0203.pdf,30.0,20.0,16.4,Wholesale,1,,
S-0437,2025-10-15,I-0437,B-2025-024,Fossil,Placenticeras meeki,AA,Polished,Sunset (R/O/G),2,Wholesaler,Hong Kong Minerals Ltd.,Hong Kong,Hong Kong,Wholesale,Trade Show,11909.09,650.0,75.0,0.0,Wire,COA-000536,2025-10-22,N,,C:\Permits\EXP-0161.pdf,14.0,8.0,5.0,Wholesale,7,,
S-0438,2025-08-03,I-0438,B-2025-027,Fossil,Placenticeras meeki,AAA,Stabilized,Sunset (R/O/G),4,Wholesaler,Global Fossil Traders,United States,Denver,Wholesale,Trade Show,13807.69,0.0,0.0,0.0,Wire,COA-000537,2025-08-10,N,,C:\Permits\EXP-0163.pdf,25.0,19.0,12.1,Wholesale,7,,
S-0439,2025-02-20,I-0439,B-2025-009,Fossil,Placenticeras meeki,AA,Polished,Teal/Blue,3,Retail Collector,C. Garcia,Canada,Calgary,Online,Repeat Client,11136.36,0.0,85.0,556.82,Square,COA-000538,2025-02-25,N,,C:\Permits\EXP-0133.pdf,11.0,8.0,5.2,Wholesale,5,,
S-0440,2025-06-02,I-0440,B-2025-041,Fossil,Placenticeras meeki,A,Polished,Green/Gold,1,Retail Collector,L. Park,Canada,Calgary,Online,Instagram,7500.0,0.0,65.0,375.0,Credit Card,COA-000539,2025-06-09,N,,C:\Permits\EXP-0190.pdf,37.0,22.0,17.1,Wholesale,7,,
S-0441,2025-07-05,I-0441,B-2025-029,Fossil,Placenticeras meeki,A,Polished,Teal/Blue,2,Retail Collector,R. Nakamura,Canada,Calgary,Online,Website,6700.0,0.0,50.0,335.0,Square,COA-000540,2025-07-09,N,,C:\Permits\EXP-0169.pdf,16.0,9.0,7.5,Wholesale,4,,
S-0442,2025-03-04,I-0442,B-2025-047,Fossil,Placenticeras meeki,AAA,Stabilized,Peacock,5,Gallery,Northern Lights Gallery,Canada,Calgary,Wholesale,Referral,15538.46,0.0,0.0,776.92,Wire,COA-000541,2025-03-09,Y,Northern Lights Gallery,C:\Permits\EXP-0200.pdf,40.0,24.0,21.9,Wholesale,5,,
S-0443,2025-07-09,I-0443,B-2025-048,Fossil,Placenticeras meeki,AAA,Stabilized,Sunset (R/O/G),4,Wholesaler,Prairie Gem Exchange,United States,Chicago,Wholesale,Repeat Client,16846.15,0.0,120.0,0.0,Wire,COA-000542,2025-07-16,N,,C:\Permits\EXP-0202.pdf,33.0,20.0,21.7,Wholesale,7,,
S-0444,2025-05-05,I-0444,B-2025-024,Fossil,Placenticeras meeki,A,Polished,Golden Red,1,Retail Collector,M. Yamada,Canada,Edmonton,Online,Google Ads,8600.0,0.0,55.0,430.0,Square,COA-000543,2025-05-12,N,,C:\Permits\EXP-0160.pdf,28.0,15.0,12.8,Wholesale,7,,
S-0445,2025-05-30,I-0445,B-2025-019,Fossil,Placenticeras meeki,B,Stabilized,Green/Gold,1,Retail Collector,S. Lee,Canada,Calgary,Online,Facebook,4933.33,0.0,45.0,246.67,PayPal,COA-000544,2025-06-05,N,,C:\Permits\EXP-0151.pdf,13.0,7.0,5.4,Wholesale,6,,
S-0446,2025-11-10,I-0446,B-2025-028,Fossil,Placenticeras meeki,A,Stabilized,Red/Green,1,Retail Collector,R. Martinez,Canada,Edmonton,Online,Instagram,7800.0,0.0,65.0,390.0,Credit Card,COA-000545,2025-11-17,N,,C:\Permits\EXP-0166.pdf,32.0,20.0,22.4,Wholesale,7,,
S-0447,2025-02-27,I-0447,B-2025-009,Fossil,Placenticeras meeki,A,Polished,Green/Blue,1,Wholesaler,Global Fossil Traders,United States,Denver,Wholesale,Repeat Client,8200.0,0.0,40.0,0.0,Wire,COA-000546,2025-03-05,N,,C:\Permits\EXP-0134.pdf,20.0,10.0,9.4,Wholesale,6,,
S-0448,2025-11-01,I-0448,B-2025-013,Fossil,Placenticeras meeki,A,Polished,Sunset (R/O/G),1,Retail Collector,Y. Chen,Canada,Calgary,Online,Instagram,8900.0,0.0,100.0,445.0,Square,COA-000547,2025-11-03,N,,C:\Permits\EXP-0144.pdf,15.0,12.0,5.9,Wholesale,2,,
S-0449,2025-06-29,I-0449,B-2025-032,Fossil,Placenticeras meeki,AA,Stabilized,Green/Blue,4,Retail Collector,Z. Khan,Canada,Toronto,Online,Google Ads,10954.55,0.0,45.0,547.73,Square,COA-000548,2025-07-03,N,,C:\Permits\EXP-0175.pdf,33.0,24.0,20.5,Wholesale,4,,
S-0450,2025-06-19,I-0450,B-2025-034,Fossil,Placenticeras meeki,AA,Polished,Blue/Green,4,Retail Collector,B. Singh,Canada,Surrey,Online,Instagram,12636.36,0.0,75.0,631.82,Credit Card,COA-000549,2025-06-20,N,,C:\Permits\EXP-0177.pdf,39.0,27.0,21.4,Wholesale,1,,
S-0451,2025-09-28,I-0451,B-2025-022,Fossil,Placenticeras meeki,AA,Polished,Teal/Blue,2,Wholesaler,Golden Leaf Gallery,United States,Seattle,Wholesale,Repeat Client,12090.91,0.0,70.0,0.0,Wire,COA-000550,2025-10-01,N,,C:\Permits\EXP-0158.pdf,41.0,26.0,22.7,Wholesale,3,,
S-0452,2025-02-23,I-0452,B-2025-035,Fossil,Placenticeras meeki,AA,Stabilized,Red/Green,4,Gallery,Pacific Gem Arts,United States,Los Angeles,Wholesale,Referral,13318.18,0.0,85.0,0.0,Wire,COA-000551,2025-03-15,Y,Pacific Gem Arts,C:\Permits\EXP-0180.pdf,40.0,29.0,23.8,Wholesale,20,,
S-0453,2025-04-11,I-0453,B-2025-043,Fossil,Placenticeras meeki,A,Polished,Purple/Red,2,Retail Collector,W. Garcia,Canada,Montreal,Online,Instagram,9350.0,0.0,50.0,467.5,Square,COA-000552,2025-04-18,N,,C:\Permits\EXP-0192.pdf,30.0,16.0,10.0,Wholesale,7,,
S-0454,2025-09-21,I-0454,B-2025-031,Fossil,Placenticeras meeki,AA,Polished,Teal/Blue,4,Retail Collector,O. Mori,Canada,Calgary,Online,Instagram,10227.27,0.0,35.0,511.36,Square,COA-000553,2025-09-25,N,,C:\Permits\EXP-0173.pdf,15.0,11.0,6.4,Wholesale,4,,
S-0455,2025-02-22,I-0455,B-2025-016,Fossil,Placenticeras meeki,A,Polished,Blue/Green,1,Retail Collector,J. Park,Canada,Calgary,Online,Instagram,9100.0,0.0,55.0,455.0,Credit Card,COA-000554,2025-03-24,N,,C:\Permits\EXP-0148.pdf,42.0,28.0,25.0,Wholesale,30,,
S-0456,2025-03-01,I-0456,B-2025-011,Fossil,Placenticeras meeki,AA,Stabilized,Red/Orange,2,Retail Collector,T. Kim,Canada,Toronto,Online,Website,9681.82,0.0,65.0,484.09,Square,COA-000555,2025-03-26,N,,C:\Permits\EXP-0140.pdf,24.0,18.0,15.2,Wholesale,25,,
S-0457,2025-04-18,I-0457,B-2025-034,Fossil,Placenticeras meeki,AAA,Stabilized,Red/Green,4,Gallery,Crystal Cove Gallery,United States,New York,Wholesale,Outbound Call,14846.15,0.0,100.0,0.0,Wire,COA-000556,2025-04-23,N,,C:\Permits\EXP-0178.pdf,18.0,10.0,6.8,Wholesale,5,,
S-0458,2025-01-05,I-0458,B-2025-032,Fossil,Placenticeras meeki,AAA,Stabilized,Green/Gold,4,Wholesaler,Prairie Gem Exchange,United States,Houston,Wholesale,Repeat Client,15384.62,0.0,80.0,0.0,Wire,COA-000557,2025-04-01,N,,C:\Permits\EXP-0176.pdf,15.0,9.0,6.6,Wholesale,86,,
S-0459,2025-04-13,I-0459,B-2025-014,Fossil,Placenticeras meeki,B,Polished,Red/Orange,2,Retail Collector,Q. Zhang,Canada,Toronto,Online,Google Ads,5466.67,0.0,55.0,273.33,Square,COA-000558,2025-04-14,N,,C:\Permits\EXP-0146.pdf,12.0,8.0,5.0,Wholesale,1,,
